10 x 5 matrix
1.679367	1.137875	0.745948	0.278088	0.267139	
0.534960	0.200619	0.043470	1.709989	1.464047	
1.555076	1.657912	1.258588	0.115044	1.478943	
0.559318	0.311282	1.685720	0.218175	0.325447	
1.069984	1.698576	1.723884	1.490053	0.869269	
1.512495	1.851441	0.747256	0.825616	1.366743	
0.407584	0.504983	0.504619	1.153532	0.783070	
0.771757	1.688492	0.983690	0.815227	1.398481	
0.447737	0.370303	1.056393	1.706325	0.485348	
0.535336	0.265644	0.796630	0.221055	0.483818	

5 x 15 matrix
1.122077	1.291040	0.182395	0.845961	0.781093	1.051664	0.358456	0.632533	1.798920	1.184072	1.999277	0.206504	1.689055	0.503895	1.360036	
0.472125	1.275653	1.048528	1.455815	0.090880	0.447009	1.903552	0.461184	1.503402	1.609877	0.946531	0.038738	1.875521	1.743162	0.259793	
0.359339	0.865239	1.550833	0.541734	1.711200	0.331926	1.593397	0.069656	0.964459	1.392317	1.253728	0.963736	1.598821	0.942783	1.467631	
0.958857	1.414908	0.743284	0.007385	0.870723	0.834165	0.454394	0.774274	1.295348	1.957795	0.384151	0.241879	1.996533	0.259672	1.985041	
0.256326	0.619011	0.850280	1.807160	1.160745	0.561480	0.139085	0.754142	0.631136	1.103545	0.146459	1.884864	0.067281	1.745281	0.827646	

10 x 15 matrix
3.024768	4.823916	3.090083	3.966135	3.243834	2.904332	4.120091	2.055761	5.979987	5.698165	5.515722	1.680556	6.736472	4.071436	4.447499	
2.725514	4.309925	2.891202	3.426564	3.698783	2.915151	1.623549	2.862031	4.444930	5.980378	2.185243	3.333277	4.861895	3.659468	5.449594	
3.469320	6.289824	5.316891	7.084501	5.335873	3.720638	5.976754	3.040316	7.586259	8.120024	6.517020	4.413732	8.077509	7.471224	5.845227	
1.672926	3.087893	3.481562	2.429288	3.917502	1.651620	3.623457	1.029126	3.587973	4.296743	3.657781	2.418344	4.681190	3.038371	4.018018	
4.273569	7.686132	6.496275	5.893775	6.246455	4.187770	7.161675	3.389497	8.619839	10.278127	6.607951	3.946991	10.782584	7.029344	8.103785	
3.981746	6.975242	5.151810	6.855701	4.933686	4.122378	5.822401	3.532580	8.157076	8.936563	6.230533	3.880039	8.962157	7.293740	6.404798	
2.183879	3.723876	2.909640	2.776982	3.141108	2.223782	2.544490	2.009546	3.967536	5.120690	2.483328	2.345045	4.798082	3.227609	4.364027	
3.156783	6.020572	5.231780	6.177205	4.772670	3.358165	5.623123	3.021250	6.814175	8.141024	4.892438	4.005929	7.764805	6.912039	5.707678	
2.817358	4.679186	3.789194	2.379847	4.240178	2.682911	3.391488	2.214755	4.897611	6.473369	3.296654	2.452428	6.579137	3.157213	6.044359	
1.348341	2.331546	2.187306	2.147132	2.559550	1.402211	2.134647	1.052644	2.722412	3.137388	2.476261	1.853981	3.149997	2.385663	2.805483	

10 x 15 matrix
3.024768	4.823916	3.090083	3.966135	3.243834	2.904332	4.120091	2.055761	5.979987	5.698165	5.515722	1.680556	6.736472	4.071436	4.447499	
2.725514	4.309925	2.891202	3.426564	3.698783	2.915151	1.623549	2.862031	4.444930	5.980378	2.185243	3.333277	4.861895	3.659468	5.449594	
3.469320	6.289824	5.316891	7.084501	5.335873	3.720638	5.976754	3.040316	7.586259	8.120024	6.517020	4.413732	8.077509	7.471224	5.845227	
1.672926	3.087893	3.481562	2.429288	3.917502	1.651620	3.623457	1.029126	3.587973	4.296743	3.657781	2.418344	4.681190	3.038371	4.018018	
4.273569	7.686132	6.496275	5.893775	6.246455	4.187770	7.161675	3.389497	8.619839	10.278127	6.607951	3.946991	10.782584	7.029344	8.103785	
3.981746	6.975242	5.151810	6.855701	4.933686	4.122378	5.822401	3.532580	8.157076	8.936563	6.230533	3.880039	8.962157	7.293740	6.404798	
2.183879	3.723876	2.909640	2.776982	3.141108	2.223782	2.544490	2.009546	3.967536	5.120690	2.483328	2.345045	4.798082	3.227609	4.364027	
3.156783	6.020572	5.231780	6.177205	4.772670	3.358165	5.623123	3.021250	6.814175	8.141024	4.892438	4.005929	7.764805	6.912039	5.707678	
2.817358	4.679186	3.789194	2.379847	4.240178	2.682911	3.391488	2.214755	4.897611	6.473369	3.296654	2.452428	6.579137	3.157213	6.044359	
1.348341	2.331546	2.187306	2.147132	2.559550	1.402211	2.134647	1.052644	2.722412	3.137388	2.476261	1.853981	3.149997	2.385663	2.805483	

